,Sp_name,Sci_name,Group,ISSCAAP,Country,Fishing_area,AQ_median,AQ_q25,AQ_q75,AQ_medianNOW,AQ_q25NOW,AQ_q75NOW,Net_Median,Net_q25,Net_q75,Larval_M,Adult_M,CAPSUM_tonnes,AQSUM_tonnes,Positive,Percent_spared
480,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Suriname,"Atlantic, Western Central",1267.3,1108.9,1478.5,1454.24,1454.24,1454.24,186.94,-24.26,345.34,0.39,0.39,2384,0,1,0.08
481,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Northwest",0.5,0.4,0.6,0.61,0.61,0.61,0.11,0.01,0.21,0.39,0.39,1,0,1,0.11
482,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Western Central",35.6,31.2,41.5,40.87,40.87,40.87,5.27,-0.63,9.67,0.39,0.39,67,0,1,0.08
483,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Eastern Central",327.4,286.5,382,375.76,375.76,375.76,48.36,-6.24,89.26,0.39,0.39,616,0,1,0.08
484,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Southwest",46.8,40.9,54.6,53.68,53.68,53.68,6.88,-0.92,12.78,0.39,0.39,88,0,1,0.08
485,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Southeast",90.4,79.1,105.4,103.7,103.7,103.7,13.3,-1.7,24.6,0.39,0.39,170,0,1,0.08
486,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Indian Ocean, Western",5635.2,4930.8,6574.4,6466.61,6466.61,6466.61,831.41,-107.79,1535.81,0.39,0.39,10601,0,1,0.08
487,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Indian Ocean, Eastern",3379.2,2956.8,3942.4,3877.77,3877.77,3877.77,498.57,-64.63,920.97,0.39,0.39,6357,0,1,0.08
488,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Pacific, Northwest",6221.5,5443.8,7258.5,7139.44,7139.44,7139.44,917.94,-119.06,1695.64,0.39,0.39,11704,0,1,0.08
489,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Pacific, Western Central",20105.7,17592.5,23456.6,23072.03,23072.03,23072.03,2966.33,-384.57,5479.53,0.39,0.39,37823,0,1,0.08
490,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Pacific, Eastern Central",3872.5,3388.4,4517.9,4443.85,4443.85,4443.85,571.35,-74.05,1055.45,0.39,0.39,7285,0,1,0.08
491,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Pacific, Southwest",187.6,164.2,218.9,215.33,215.33,215.33,27.73,-3.57,51.13,0.39,0.39,353,0,1,0.08
492,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Pacific, Southeast",13.3,11.6,15.5,15.25,15.25,15.25,1.95,-0.25,3.65,0.39,0.39,25,0,1,0.08
493,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Tanzania, United Rep. of","Indian Ocean, Western",2133.2,1866.5,2488.7,2447.93,2447.93,2447.93,314.73,-40.77,581.43,0.39,0.39,4013,0,1,0.08
494,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Timor-Leste,"Indian Ocean, Eastern",1.6,1.4,1.8,1.83,1.83,1.83,0.23,0.03,0.43,0.39,0.39,3,0,1,0.08
495,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Tokelau,"Pacific, Eastern Central",56.4,49.3,65.8,64.66,64.66,64.66,8.26,-1.14,15.36,0.39,0.39,106,0,1,0.08
496,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Tonga,"Pacific, Eastern Central",171.2,149.8,199.7,196.42,196.42,196.42,25.22,-3.28,46.62,0.39,0.39,322,0,1,0.08
497,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Trinidad and Tobago,"Atlantic, Western Central",561.9,491.6,655.5,644.77,644.77,644.77,82.87,-10.73,153.17,0.39,0.39,1057,0,1,0.08
498,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Tuvalu,"Pacific, Western Central",408.8,357.6,476.9,469.09,469.09,469.09,60.29,-7.81,111.49,0.39,0.39,769,0,1,0.08
499,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",United Kingdom,"Indian Ocean, Western",14.9,13.1,17.4,17.08,17.08,17.08,2.18,-0.32,3.98,0.39,0.39,28,0,1,0.08
500,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",United Kingdom,"Indian Ocean, Eastern",7.4,6.5,8.7,8.54,8.54,8.54,1.14,-0.16,2.04,0.39,0.39,14,0,1,0.08
501,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",United States of America,"Atlantic, Northwest",236.6,207,276,271.45,271.45,271.45,34.85,-4.55,64.45,0.39,0.39,445,0,1,0.08
502,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",United States of America,"Atlantic, Western Central",414.6,362.8,483.7,475.8,475.8,475.8,61.2,-7.9,113,0.39,0.39,780,0,1,0.08
503,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",United States of America,"Pacific, Western Central",4480.1,3920,5226.8,5141.08,5141.08,5141.08,660.98,-85.72,1221.08,0.39,0.39,8428,0,1,0.08
504,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",United States of America,"Pacific, Eastern Central",5805.9,5080.1,6773.4,6662.42,6662.42,6662.42,856.52,-110.98,1582.32,0.39,0.39,10922,0,1,0.08
505,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",US Virgin Islands,"Atlantic, Western Central",2.6,2.3,3.1,3.05,3.05,3.05,0.45,-0.05,0.75,0.39,0.39,5,0,1,0.09
506,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Vanuatu,"Pacific, Western Central",907.4,794,1058.7,1041.27,1041.27,1041.27,133.87,-17.43,247.27,0.39,0.39,1707,0,1,0.08
507,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Vanuatu,"Pacific, Eastern Central",323.7,283.2,377.7,371.49,371.49,371.49,47.79,-6.21,88.29,0.39,0.39,609,0,1,0.08
508,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Vanuatu,"Pacific, Southeast",38.3,33.5,44.7,43.92,43.92,43.92,5.62,-0.78,10.42,0.39,0.39,72,0,1,0.08
509,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Venezuela, Boliv Rep of","Atlantic, Western Central",2231.5,1952.6,2603.5,2560.78,2560.78,2560.78,329.28,-42.72,608.18,0.39,0.39,4198,0,1,0.08
510,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Venezuela, Boliv Rep of","Pacific, Eastern Central",10355,9060.6,12080.9,11882.8,11882.8,11882.8,1527.8,-198.1,2822.2,0.39,0.39,19480,0,1,0.08
511,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes","Venezuela, Boliv Rep of","Pacific, Southeast",2440.4,2135.4,2847.2,2800.51,2800.51,2800.51,360.11,-46.69,665.11,0.39,0.39,4591,0,1,0.08
512,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Viet Nam,"Pacific, Western Central",12964.5,11343.9,15125.3,14877.29,14877.29,14877.29,1912.79,-248.01,3533.39,0.39,0.39,24389,0,1,0.08
513,Yellowfin tuna,Thunnus albacares,finfish,"Tunas, bonitos, billfishes",Yemen,"Indian Ocean, Western",11216.2,9814.2,13085.5,12871,12871,12871,1654.8,-214.5,3056.8,0.39,0.39,21100,0,1,0.08
514,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Australia,"Indian Ocean, Eastern",11779.8,10307.3,13743,11429.16,10511.76,12652.46,-350.64,-1090.54,204.46,0.24,0.24,5381,8895,0,-0.07
515,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Australia,"Pacific, Southwest",479.4,419.4,559.3,441.56,441.56,441.56,-37.84,-117.74,22.16,0.24,0.24,581,0,0,-0.07
516,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Indonesia,"Indian Ocean, Eastern",495.9,433.9,578.6,456.76,456.76,456.76,-39.14,-121.84,22.86,0.24,0.24,601,0,0,-0.07
517,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Japan,"Atlantic, Southeast",1429.2,1250.5,1667.4,1316.32,1316.32,1316.32,-112.88,-351.08,65.82,0.24,0.24,1732,0,0,-0.07
518,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Japan,"Indian Ocean, Western",132,115.5,154.1,121.6,121.6,121.6,-10.4,-32.5,6.1,0.24,0.24,160,0,0,-0.07
519,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Japan,"Indian Ocean, Eastern",988.5,865,1153.3,910.48,910.48,910.48,-78.02,-242.82,45.48,0.24,0.24,1198,0,0,-0.07
520,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Southwest",1345.8,1177.6,1570.1,1239.56,1239.56,1239.56,-106.24,-330.54,61.96,0.24,0.24,1631,0,0,-0.07
521,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Atlantic, Southeast",566.9,496.1,661.4,522.12,522.12,522.12,-44.78,-139.28,26.02,0.24,0.24,687,0,0,-0.07
522,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Indian Ocean, Western",259.1,226.7,302.3,238.64,238.64,238.64,-20.46,-63.66,11.94,0.24,0.24,314,0,0,-0.07
523,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Indian Ocean, Eastern",99,86.6,115.5,91.2,91.2,91.2,-7.8,-24.3,4.6,0.24,0.24,120,0,0,-0.07
524,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",New Zealand,"Pacific, Southwest",784.7,686.7,915.5,722.76,722.76,722.76,-61.94,-192.74,36.06,0.24,0.24,951,0,0,-0.07
525,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",South Africa,"Atlantic, Southeast",26.4,23.1,30.8,24.32,24.32,24.32,-2.08,-6.48,1.22,0.24,0.24,32,0,0,-0.07
526,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",South Africa,"Indian Ocean, Western",4.9,4.3,5.8,4.56,4.56,4.56,-0.34,-1.24,0.26,0.24,0.24,6,0,0,-0.06
527,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Atlantic, Southeast",7.4,6.5,8.7,6.84,6.84,6.84,-0.56,-1.86,0.34,0.24,0.24,9,0,0,-0.06
528,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Indian Ocean, Western",835,730.7,974.2,769.12,769.12,769.12,-65.88,-205.08,38.42,0.24,0.24,1012,0,0,-0.07
529,Southern bluefin tuna,Thunnus maccoyii,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Pacific, Southwest",1.7,1.4,1.9,1.52,1.52,1.52,-0.18,-0.38,0.12,0.24,0.24,2,0,0,-0.09
530,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",Cook Islands,"Pacific, Eastern Central",0.7,0.7,1,0.74,0.74,0.74,0.04,-0.26,0.04,0.26,0.26,1,0,1,0.04
531,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",Ecuador,"Pacific, Eastern Central",1.6,1.3,1.8,1.48,1.48,1.48,-0.12,-0.32,0.18,0.26,0.26,2,0,0,-0.06
532,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Northwest",16203.5,14178,18904.1,15894.8,14583.2,17643.6,-308.7,-1260.5,405.2,0.26,0.26,7300,13413,0,-0.04
533,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Western Central",5.5,4.8,6.4,5.18,5.18,5.18,-0.32,-1.22,0.38,0.26,0.26,7,0,0,-0.05
534,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",Japan,"Pacific, Southwest",5.5,4.8,6.4,5.18,5.18,5.18,-0.32,-1.22,0.38,0.26,0.26,7,0,0,-0.05
535,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",Mexico,"Pacific, Eastern Central",9052.5,7921,10561.2,8933.34,8077.24,10074.94,-119.16,-486.26,156.24,0.26,0.26,2816,8755.81181,0,-0.04
536,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes","Micronesia, Fed.States of","Pacific, Western Central",0.7,0.7,1,0.74,0.74,0.74,0.04,-0.26,0.04,0.26,0.26,1,0,1,0.04
537,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",New Zealand,"Pacific, Southwest",14.1,12.3,16.4,13.32,13.32,13.32,-0.78,-3.08,1.02,0.26,0.26,18,0,0,-0.04
538,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",Taiwan Province of China,"Pacific, Northwest",355.2,310.7,414.4,335.96,335.96,335.96,-19.24,-78.44,25.26,0.26,0.26,454,0,0,-0.04
539,Pacific bluefin tuna,Thunnus orientalis,finfish,"Tunas, bonitos, billfishes",United States of America,"Pacific, Eastern Central",277.7,243,324,262.7,262.7,262.7,-15,-61.3,19.7,0.26,0.26,355,0,0,-0.04
540,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Albania,Mediterranean and Black Sea,49.6,43.5,57.9,40.42,40.42,40.42,-9.18,-17.48,-3.08,0.14,0.14,47,0,0,-0.2
541,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Algeria,Mediterranean and Black Sea,473.3,414.2,552.3,385.28,385.28,385.28,-88.02,-167.02,-28.92,0.14,0.14,448,0,0,-0.2
542,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Canada,"Atlantic, Northwest",514.5,450.3,600.4,418.82,418.82,418.82,-95.68,-181.58,-31.48,0.14,0.14,487,0,0,-0.2
543,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",China,"Atlantic, Northeast",57,49.9,66.6,46.44,46.44,46.44,-10.56,-20.16,-3.46,0.14,0.14,54,0,0,-0.2
544,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Croatia,Mediterranean and Black Sea,2101.5,1838.8,2451.8,1999.54,1805.34,2258.34,-101.96,-193.46,-33.46,0.14,0.14,519,1470,0,-0.2
545,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Cyprus,Mediterranean and Black Sea,62.4,54.6,72.7,50.74,50.74,50.74,-11.66,-21.96,-3.86,0.14,0.14,59,0,0,-0.2
546,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Egypt,Mediterranean and Black Sea,121.5,106.4,141.8,98.9,98.9,98.9,-22.6,-42.9,-7.5,0.14,0.14,115,0,0,-0.2
547,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",France,"Atlantic, Northeast",362.4,317.2,422.9,294.98,294.98,294.98,-67.42,-127.92,-22.22,0.14,0.14,343,0,0,-0.2
548,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",France,Mediterranean and Black Sea,3226.8,2823.5,3764.6,2626.44,2626.44,2626.44,-600.36,-1138.16,-197.06,0.14,0.14,3054,0,0,-0.2
549,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Greece,Mediterranean and Black Sea,230.3,201.5,268.7,187.48,187.48,187.48,-42.82,-81.22,-14.02,0.14,0.14,218,0,0,-0.2
550,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Iceland,"Atlantic, Northeast",6.4,5.6,7.4,5.16,5.16,5.16,-1.24,-2.24,-0.44,0.14,0.14,6,0,0,-0.21
551,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Ireland,"Atlantic, Northeast",35.9,31.4,42,29.24,29.24,29.24,-6.66,-12.76,-2.16,0.14,0.14,34,0,0,-0.2
552,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Italy,Mediterranean and Black Sea,2628.8,2300.2,3066.9,2139.68,2139.68,2139.68,-489.12,-927.22,-160.52,0.14,0.14,2488,0,0,-0.2
553,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Japan,"Atlantic, Northwest",364.6,318.9,425.3,296.7,296.7,296.7,-67.9,-128.6,-22.2,0.14,0.14,345,0,0,-0.2
554,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Japan,"Atlantic, Northeast",1667.3,1458.8,1945.1,1357.08,1357.08,1357.08,-310.22,-588.02,-101.72,0.14,0.14,1578,0,0,-0.2
555,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Atlantic, Northeast",146.9,128.6,171.4,119.54,119.54,119.54,-27.36,-51.86,-9.06,0.14,0.14,139,0,0,-0.2
556,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes","Korea, Republic of","Atlantic, Eastern Central",23.2,20.3,27.2,18.92,18.92,18.92,-4.28,-8.28,-1.38,0.14,0.14,22,0,0,-0.19
557,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Libya,Mediterranean and Black Sea,1445.4,1264.7,1686.3,1176.48,1176.48,1176.48,-268.92,-509.82,-88.22,0.14,0.14,1368,0,0,-0.2
558,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Malta,Mediterranean and Black Sea,4142.8,3624.9,4833.3,4101.12,3611.22,4754.32,-41.68,-78.98,-13.68,0.14,0.14,212,3709,0,-0.2
559,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Mauritania,"Atlantic, Eastern Central",239.9,209.9,279.8,195.22,195.22,195.22,-44.68,-84.58,-14.68,0.14,0.14,227,0,0,-0.2
560,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Mexico,"Atlantic, Western Central",78.2,68.4,91.2,63.64,63.64,63.64,-14.56,-27.56,-4.76,0.14,0.14,74,0,0,-0.2
561,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Morocco,"Atlantic, Eastern Central",1514,1324.7,1766.4,1232.38,1232.38,1232.38,-281.62,-534.02,-92.32,0.14,0.14,1433,0,0,-0.2
562,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Morocco,Mediterranean and Black Sea,369.8,323.5,431.4,301,301,301,-68.8,-130.4,-22.5,0.14,0.14,350,0,0,-0.2
563,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Netherlands,"Atlantic, Northeast",2.1,1.8,2.4,1.72,1.72,1.72,-0.38,-0.68,-0.08,0.14,0.14,2,0,0,-0.19
564,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Norway,"Atlantic, Northeast",46.5,40.7,54.2,37.84,37.84,37.84,-8.66,-16.36,-2.86,0.14,0.14,44,0,0,-0.2
565,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Portugal,"Atlantic, Northeast",338.1,295.8,394.4,275.2,275.2,275.2,-62.9,-119.2,-20.6,0.14,0.14,320,0,0,-0.2
566,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Portugal,"Atlantic, Eastern Central",7.4,6.5,8.7,6.02,6.02,6.02,-1.38,-2.68,-0.48,0.14,0.14,7,0,0,-0.2
567,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Spain,"Atlantic, Northeast",2973.2,2601.6,3468.7,2420.04,2420.04,2420.04,-553.16,-1048.66,-181.56,0.14,0.14,2814,0,0,-0.2
568,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Spain,"Atlantic, Eastern Central",147.9,129.4,172.5,120.4,120.4,120.4,-27.5,-52.1,-9,0.14,0.14,140,0,0,-0.2
569,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Spain,Mediterranean and Black Sea,2524.2,2208.6,2944.9,2233.44,2113.24,2393.74,-290.76,-551.16,-95.36,0.14,0.14,1479,910,0,-0.2
570,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Syrian Arab Republic,Mediterranean and Black Sea,49.6,43.5,57.9,40.42,40.42,40.42,-9.18,-17.48,-3.08,0.14,0.14,47,0,0,-0.2
571,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Tunisia,Mediterranean and Black Sea,1596.5,1397,1862.5,1309.26,1302.76,1318.06,-287.24,-544.44,-94.24,0.14,0.14,1461,50,0,-0.2
572,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",Turkey,Mediterranean and Black Sea,2212.4,1935.9,2581.2,1952.24,1850.54,2087.74,-260.16,-493.46,-85.36,0.14,0.14,1324,770,0,-0.2
573,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",United Kingdom,"Atlantic, Northeast",3.2,2.8,3.7,2.58,2.58,2.58,-0.62,-1.12,-0.22,0.14,0.14,3,0,0,-0.21
574,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",United States of America,"Atlantic, Northwest",872.7,763.7,1018.2,710.36,710.36,710.36,-162.34,-307.84,-53.34,0.14,0.14,826,0,0,-0.2
575,Atlantic bluefin tuna,Thunnus thynnus,finfish,"Tunas, bonitos, billfishes",United States of America,"Atlantic, Western Central",31.7,27.7,37,25.8,25.8,25.8,-5.9,-11.2,-1.9,0.14,0.14,30,0,0,-0.2
576,Florida pompano,Trachinotus carolinus,finfish,Miscellaneous pelagic fishes,United States of America,"Atlantic, Northwest",1.7,1.5,2,3.12,3.12,3.12,1.42,1.12,1.62,0.81,0.61,8,0,1,0.18
577,Florida pompano,Trachinotus carolinus,finfish,Miscellaneous pelagic fishes,United States of America,"Atlantic, Western Central",36.3,31.7,42.3,65.13,65.13,65.13,28.83,22.83,33.43,0.81,0.61,167,0,1,0.17
578,Japanese jack mackerel,Trachurus japonicus,finfish,Miscellaneous pelagic fishes,China,"Pacific, Northwest",28598.3,25023.5,33364.7,28195.52,28195.52,28195.52,-402.78,-5169.18,3172.02,0.49,0.29,39712,0,0,-0.01
579,Japanese jack mackerel,Trachurus japonicus,finfish,Miscellaneous pelagic fishes,Japan,"Pacific, Northwest",93215.3,81563.4,108751.1,91909.9,91843.3,91998.7,-1305.4,-16752.4,10279.9,0.49,0.29,128700,740,0,-0.01
580,Japanese jack mackerel,Trachurus japonicus,finfish,Miscellaneous pelagic fishes,"Korea, Republic of","Pacific, Northwest",17592.4,15393.3,20524.5,17344.71,17343.21,17346.91,-247.69,-3177.59,1949.91,0.49,0.29,24411,18,0,-0.01
581,Japanese jack mackerel,Trachurus japonicus,finfish,Miscellaneous pelagic fishes,Taiwan Province of China,"Pacific, Northwest",5352.8,4683.7,6244.9,5277.43,5277.43,5277.43,-75.37,-967.47,593.73,0.49,0.29,7433,0,0,-0.01
582,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Greece,"Atlantic, Eastern Central",52.8,46.3,61.7,63.8,63.8,63.8,11,2.1,17.5,0.62,0.42,110,0,1,0.1
583,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Greece,Mediterranean and Black Sea,74.8,65.4,87.2,77.54,69.84,87.84,2.74,0.64,4.44,0.62,0.42,28,127.6,1,0.1
584,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Italy,Mediterranean and Black Sea,116.8,102.2,136.2,126.04,117.04,138.04,9.24,1.84,14.84,0.62,0.42,93,150,1,0.1
585,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Lebanon,Mediterranean and Black Sea,2.9,2.5,3.4,3.48,3.48,3.48,0.58,0.08,0.98,0.62,0.42,6,0,1,0.1
586,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Tunisia,Mediterranean and Black Sea,14.9,13.1,17.4,17.98,17.98,17.98,3.08,0.58,4.88,0.62,0.42,31,0,1,0.1
587,Shi drum,Umbrina cirrosa,finfish,Miscellaneous coastal fishes,Turkey,Mediterranean and Black Sea,24.5,21.5,28.6,27.58,26.38,29.18,3.08,0.58,4.88,0.62,0.42,31,20,1,0.1
588,Brine shrimp,Artemia salina,crustacean,Miscellaneous marine crustaceans,Russian Federation,Mediterranean and Black Sea,48.4,42.4,56.5,105.92,105.92,105.92,57.52,49.42,63.52,0.88,0.68,331,0,1,0.17
589,Brine shrimp,Artemia salina,crustacean,Miscellaneous marine crustaceans,United States of America,"Pacific, Northeast",4,3.5,4.6,8.64,8.64,8.64,4.64,4.04,5.14,0.88,0.68,27,0,1,0.17
590,Brine shrimp,Artemia salina,crustacean,Miscellaneous marine crustaceans,United States of America,"Pacific, Eastern Central",43.9,38.4,51.2,96,96,96,52.1,44.8,57.6,0.88,0.68,300,0,1,0.17
591,Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",France,"Atlantic, Northeast",28.5,24.9,33.2,52.44,52.44,52.44,23.94,19.24,27.54,0.82,0.62,138,0,1,0.17
592,Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Ireland,"Atlantic, Northeast",0.2,0.2,0.2,0.38,0.38,0.38,0.18,0.18,0.18,0.82,0.62,1,0,1,0.18
593,Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Netherlands,"Atlantic, Northeast",2.5,2.2,2.9,4.56,4.56,4.56,2.06,1.66,2.36,0.82,0.62,12,0,1,0.17
594,Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Norway,"Atlantic, Northeast",1,0.9,1.2,1.9,1.9,1.9,0.9,0.7,1,0.82,0.62,5,0,1,0.18
595,Green crab,Carcinus maenas,crustacean,"Crabs, sea-spiders",Portugal,"Atlantic, Northeast",8.5,7.4,9.9,15.58,15.58,15.58,7.08,5.68,8.18,0.82,0.62,41,0,1,0.17
